Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Temp Comp Media;
82598;13/12/1992;0000;;30;;9.4;;
82598;13/12/1992;1200;0;;23.8;;;
82598;14/12/1992;0000;;29;;4;26.9;
82598;14/12/1992;1200;0;;25.3;;;
82598;15/12/1992;0000;;29.6;;7.3;27.24;
82598;15/12/1992;1200;0;;25.8;;;
82598;16/12/1992;0000;;29.6;;9.8;27.16;
82598;16/12/1992;1200;0;;25.8;;;
82598;17/12/1992;0000;;29.8;;7.3;27.08;
82598;17/12/1992;1200;0;;25.2;;;
82598;18/12/1992;0000;;29.8;;10.6;26.96;
82598;18/12/1992;1200;0;;25;;;
82598;19/12/1992;0000;;29.8;;9;26.8;
82598;19/12/1992;1200;0;;25.4;;;
82598;20/12/1992;0000;;29.6;;10.5;26.4;
82598;20/12/1992;1200;0;;23;;;
82598;21/12/1992;0000;;29.6;;10.6;26.96;
82598;21/12/1992;1200;0;;25.4;;;
82598;22/12/1992;0000;;29.6;;9.7;27.04;
82598;22/12/1992;1200;0;;25.2;;;
82598;23/12/1992;0000;;30;;10.1;27.04;
82598;23/12/1992;1200;0;;25.2;;;
82598;24/12/1992;0000;;29.6;;9.4;27;
82598;24/12/1992;1200;0;;25.4;;;
82598;25/12/1992;0000;;29.6;;10.1;26.88;
82598;25/12/1992;1200;0;;25;;;
82598;26/12/1992;0000;;29.6;;7.3;;
82598;26/12/1992;1200;0;;25.1;;;
82598;27/12/1992;0000;;29.6;;10.8;26.68;
82598;27/12/1992;1200;0;;24.6;;;
82598;28/12/1992;0000;;29;;7.5;26.52;
82598;28/12/1992;1200;0;;23.4;;;
82598;29/12/1992;0000;;29.8;;9.1;27.2;
82598;29/12/1992;1200;0;;25.6;;;
82598;30/12/1992;0000;;29.4;;9.4;26.56;
82598;30/12/1992;1200;1.3;;24.6;;;
82598;31/12/1992;0000;;30.2;;8.4;26.32;
82598;31/12/1992;1200;0.2;;23;;;
82598;01/01/1993;0000;;30.2;;10.5;26.78;
82598;01/01/1993;1200;0;;24.5;;;
82598;02/01/1993;0000;;30.2;;10.6;27.34;
82598;02/01/1993;1200;0;;25.3;;;
82598;03/01/1993;0000;;30.2;;9;26.98;
82598;03/01/1993;1200;0;;25.3;;;
82598;04/01/1993;0000;;29.6;;1.5;25.9;
82598;04/01/1993;1200;0;;24.1;;;
82598;05/01/1993;0000;;29.6;;9.8;26.02;
82598;05/01/1993;1200;2.2;;22.1;;;
82598;06/01/1993;0000;;29.6;;4.9;27.18;
82598;06/01/1993;1200;0;;25.7;;;
82598;07/01/1993;0000;;29;;1.2;26.5;
82598;07/01/1993;1200;0;;25.7;;;
82598;08/01/1993;0000;;29.6;;5.3;26.66;
82598;08/01/1993;1200;0;;23.7;;;
82598;09/01/1993;0000;;29.8;;9.9;26.82;
82598;09/01/1993;1200;0;;24.1;;;
82598;10/01/1993;0000;;29.6;;8.7;27.14;
82598;10/01/1993;1200;0;;25.5;;;
82598;11/01/1993;0000;;30.2;;5.5;27.14;
82598;11/01/1993;1200;0;;26.1;;;
82598;12/01/1993;0000;;30;;8.8;27.14;
82598;12/01/1993;1200;0.4;;25.5;;;
82598;13/01/1993;0000;;30.8;;10.7;27.3;
82598;13/01/1993;1200;0;;25.3;;;
82598;14/01/1993;0000;;30.2;;9.8;26.96;
82598;14/01/1993;1200;0;;24;;;
82598;15/01/1993;0000;;30;;10.4;26.86;
82598;15/01/1993;1200;0;;23.7;;;
82598;16/01/1993;0000;;29.6;;5.7;26.34;
82598;16/01/1993;1200;1.6;;24.5;;;
82598;17/01/1993;0000;;29.6;;2.4;26.1;
82598;17/01/1993;1200;9.8;;23.5;;;
82598;18/01/1993;0000;;29.2;;9.4;26.98;
82598;18/01/1993;1200;7.6;;25.3;;;
82598;19/01/1993;0000;;29.4;;10.8;26.78;
82598;19/01/1993;1200;0;;25.1;;;
82598;20/01/1993;0000;;29.4;;10.6;27.02;
82598;20/01/1993;1200;0;;25.5;;;
82598;21/01/1993;0000;;29.4;;10.4;26.98;
82598;21/01/1993;1200;0;;25.3;;;
82598;22/01/1993;0000;;30;;9.7;27.12;
82598;22/01/1993;1200;0;;25;;;
82598;23/01/1993;0000;;29.8;;9.6;26.54;
82598;23/01/1993;1200;0;;24.9;;;
82598;24/01/1993;0000;;29.8;;9.3;27.26;
82598;24/01/1993;1200;0;;26.1;;;
82598;25/01/1993;0000;;30.2;;9.2;27.22;
82598;25/01/1993;1200;0;;25.1;;;
82598;26/01/1993;0000;;30.2;;8.5;27.22;
82598;26/01/1993;1200;0;;25.1;;;
82598;27/01/1993;0000;;30;;8.4;26.78;
82598;27/01/1993;1200;0;;23.3;;;
82598;28/01/1993;0000;;30;;5.9;27.14;
82598;28/01/1993;1200;0;;25.1;;;
82598;29/01/1993;0000;;29.8;;8.3;26.74;
82598;29/01/1993;1200;0;;24.1;;;
82598;30/01/1993;0000;;30;;9.5;27.06;
82598;30/01/1993;1200;0;;25.3;;;
82598;31/01/1993;0000;;30.2;;8.8;27.22;
82598;31/01/1993;1200;0;;25.5;;;
82598;01/02/1993;0000;;30.2;;7.2;27.38;
82598;01/02/1993;1200;0;;25.3;;;
82598;02/02/1993;0000;;30.2;;9.6;27.14;
82598;02/02/1993;1200;0;;26.1;;;
82598;03/02/1993;0000;;30;;10.5;26.86;
82598;03/02/1993;1200;0;;25.5;;;
82598;04/02/1993;0000;;30;;10.3;27.1;
82598;04/02/1993;1200;0;;25.7;;;
82598;05/02/1993;0000;;30;;10.6;27.26;
82598;05/02/1993;1200;0;;25.5;;;
82598;06/02/1993;0000;;30.4;;8.8;27.62;
82598;06/02/1993;1200;0.4;;25.1;;;
82598;07/02/1993;0000;;29.8;;9.7;26.7;
82598;07/02/1993;1200;28.2;;23.7;;;
82598;08/02/1993;0000;;30.2;;10.3;27.38;
82598;08/02/1993;1200;0;;25.9;;;
82598;09/02/1993;0000;;30.4;;10.4;27.46;
82598;09/02/1993;1200;0;;26.1;;;
82598;10/02/1993;0000;;30.4;;8.2;27.04;
82598;10/02/1993;1200;0.8;;24.6;;;
82598;11/02/1993;0000;;30.2;;8.5;26.74;
82598;11/02/1993;1200;0;;23.9;;;
82598;12/02/1993;0000;;30.2;;10.1;27.18;
82598;12/02/1993;1200;0.2;;24.7;;;
82598;13/02/1993;0000;;30;;10.6;26.7;
82598;13/02/1993;1200;0;;23.3;;;
82598;14/02/1993;0000;;29.6;;4.8;26.86;
82598;14/02/1993;1200;0;;24.1;;;
82598;15/02/1993;0000;;30.4;;10.2;27.06;
82598;15/02/1993;1200;0;;24.1;;;
82598;16/02/1993;0000;;30.2;;10.8;27.34;
82598;16/02/1993;1200;0;;25.9;;;
82598;17/02/1993;0000;;30.2;;9.2;27.62;
82598;17/02/1993;1200;0;;26.1;;;
82598;18/02/1993;0000;;30.4;;8.3;27.78;
82598;18/02/1993;1200;0;;26.3;;;
82598;19/02/1993;0000;;29.4;;5;26.86;
82598;19/02/1993;1200;0;;24.1;;;
82598;20/02/1993;0000;;30;;10.1;27.02;
82598;20/02/1993;1200;0;;23.9;;;
82598;21/02/1993;0000;;30.6;;10.4;27.86;
82598;21/02/1993;1200;0;;26.5;;;
82598;22/02/1993;0000;;30.8;;9.1;27.78;
82598;22/02/1993;1200;0;;26.3;;;
82598;23/02/1993;0000;;30.4;;10.1;27.9;
82598;23/02/1993;1200;0;;26.3;;;
82598;24/02/1993;0000;;30.2;;9.4;27.7;
82598;24/02/1993;1200;0;;25.7;;;
82598;25/02/1993;0000;;30.6;;9.7;27.82;
82598;25/02/1993;1200;0;;26.9;;;
82598;26/02/1993;0000;;30.6;;9.9;27.98;
82598;26/02/1993;1200;0;;26.9;;;
82598;27/02/1993;0000;;30.6;;10.4;28.02;
82598;27/02/1993;1200;0;;26.7;;;
82598;28/02/1993;0000;;30.4;;10.6;28.02;
82598;28/02/1993;1200;0;;26.3;;;
82598;01/03/1993;0000;;30;;8.8;27.5;
82598;01/03/1993;1200;0;;26.1;;;
82598;02/03/1993;0000;;29.6;;9.5;27.58;
82598;02/03/1993;1200;2.5;;24.5;;;
82598;03/03/1993;0000;;30.2;;10.4;27.8;
82598;03/03/1993;1200;0;;26.8;;;
82598;04/03/1993;0000;;30.6;;10.8;27.66;
82598;04/03/1993;1200;0;;25.3;;;
82598;05/03/1993;0000;;30.8;;10.8;27.3;
82598;05/03/1993;1200;0;;24.1;;;
82598;06/03/1993;0000;;30.6;;10.4;27.94;
82598;06/03/1993;1200;0;;27.1;;;
82598;07/03/1993;0000;;30.8;;10.4;27.9;
82598;07/03/1993;1200;0;;26.5;;;
82598;08/03/1993;0000;;30.8;;9.7;27.82;
82598;08/03/1993;1200;0;;23.9;;;
82598;09/03/1993;0000;;30.8;;9.5;28.22;
82598;09/03/1993;1200;0;;25.5;;;
82598;10/03/1993;0000;;30.8;;9.4;27.82;
82598;10/03/1993;1200;0;;26.1;;;
82598;11/03/1993;0000;;30.6;;9.7;27.26;
82598;11/03/1993;1200;0;;23.9;;;
82598;12/03/1993;0000;;30.8;;9.5;28.06;
82598;12/03/1993;1200;0;;26.7;;;
82598;13/03/1993;0000;;30.6;;10.1;27.66;
82598;13/03/1993;1200;0;;25.1;;;
82598;14/03/1993;0000;;30.6;;9.4;27.52;
82598;14/03/1993;1200;0;;24.6;;;
82598;15/03/1993;0000;;30.2;;10.7;27.74;
82598;15/03/1993;1200;0;;26.3;;;
82598;16/03/1993;0000;;30.8;;10.1;27.86;
82598;16/03/1993;1200;0;;25.1;;;
82598;17/03/1993;0000;;30.6;;8.2;28.06;
82598;17/03/1993;1200;0;;26.3;;;
82598;18/03/1993;0000;;30.6;;9.9;25.98;
82598;18/03/1993;1200;0;;18.3;;;
82598;19/03/1993;0000;;30.8;;8.8;27.62;
82598;19/03/1993;1200;0.7;;24.5;;;
82598;20/03/1993;0000;;30.8;;10;27.9;
82598;20/03/1993;1200;0.4;;26.1;;;
82598;21/03/1993;0000;;30.6;;10.5;27.9;
82598;21/03/1993;1200;0;;26.1;;;
82598;22/03/1993;0000;;31;;10.3;28.02;
82598;22/03/1993;1200;0;;25.3;;;
82598;23/03/1993;0000;;30.6;;10.1;27.58;
82598;23/03/1993;1200;0;;25.1;;;
82598;24/03/1993;0000;;30.6;;10.6;27.74;
82598;24/03/1993;1200;0;;25.5;;;
82598;25/03/1993;0000;;30.6;;8.3;27.38;
82598;25/03/1993;1200;0;;24.5;;;
82598;26/03/1993;0000;;31;;10;27.7;
82598;26/03/1993;1200;0;;25.1;;;
82598;27/03/1993;0000;;30;;2.9;26.26;
82598;27/03/1993;1200;15.4;;23.3;;;
82598;28/03/1993;0000;;30.4;;7.2;27.86;
82598;28/03/1993;1200;0;;26.1;;;
82598;29/03/1993;0000;;28.8;;3.5;25.7;
82598;29/03/1993;1200;65;;23.3;;;
82598;30/03/1993;0000;;29;;10;27.02;
82598;30/03/1993;1200;1;;24.5;;;
82598;31/03/1993;0000;;30.4;;10.7;27.42;
82598;31/03/1993;1200;0;;24.7;;;
82598;01/04/1993;0000;;30.4;;10.7;28.1;
82598;01/04/1993;1200;0;;26.9;;;
82598;02/04/1993;0000;;30.4;;10.2;27.78;
82598;02/04/1993;1200;0;;25.1;;;
82598;03/04/1993;0000;;30.2;;10.5;27.86;
82598;03/04/1993;1200;0;;26.5;;;
82598;04/04/1993;0000;;30.2;;8;27.58;
82598;04/04/1993;1200;3.8;;25.1;;;
82598;05/04/1993;0000;;30.4;;9.9;28.06;
82598;05/04/1993;1200;1.7;;26.3;;;
82598;06/04/1993;0000;;30.6;;9.6;28.14;
82598;06/04/1993;1200;0;;26.7;;;
82598;07/04/1993;0000;;30.4;;0.9;26.9;
82598;07/04/1993;1200;12.6;;24.3;;;
82598;08/04/1993;0000;;29;;3.7;27.1;
82598;08/04/1993;1200;10.2;;25.3;;;
82598;09/04/1993;0000;;30;;10.5;27.74;
82598;09/04/1993;1200;7.4;;26.5;;;
82598;10/04/1993;0000;;29.6;;6.5;27.02;
82598;10/04/1993;1200;0;;24.3;;;
82598;11/04/1993;0000;;30.4;;9.5;27.46;
82598;11/04/1993;1200;0;;24.5;;;
82598;12/04/1993;0000;;30.2;;7.2;27.02;
82598;12/04/1993;1200;0;;24.5;;;
82598;13/04/1993;0000;;;;10.6;;
82598;13/04/1993;1200;0;;;;;
82598;14/04/1993;0000;;30.2;;10.2;27.02;
82598;14/04/1993;1200;0;;23.3;;;
82598;15/04/1993;0000;;28.8;;2;25.66;
82598;15/04/1993;1200;21.8;;22.9;;;
82598;16/04/1993;0000;;30;;8.9;27.1;
82598;16/04/1993;1200;10.9;;24.1;;;
82598;17/04/1993;0000;;29.8;;0.1;25.5;
82598;17/04/1993;1200;3.9;;23.9;;;
82598;18/04/1993;0000;;29.6;;6.1;26.1;
82598;18/04/1993;1200;42.6;;22.7;;;
82598;19/04/1993;0000;;29.6;;8.3;26.58;
82598;19/04/1993;1200;0;;22.9;;;
82598;20/04/1993;0000;;29.8;;9.3;26.98;
82598;20/04/1993;1200;0;;23.5;;;
82598;21/04/1993;0000;;30;;7.5;25.62;
82598;21/04/1993;1200;0;;23.3;;;
82598;22/04/1993;0000;;29.4;;8.3;26.34;
82598;22/04/1993;1200;70;;23.3;;;
82598;23/04/1993;0000;;29.4;;10;27.42;
82598;23/04/1993;1200;0;;26.1;;;
82598;24/04/1993;0000;;30;;9.5;27.34;
82598;24/04/1993;1200;0.3;;24.7;;;
82598;25/04/1993;0000;;29;;6;26.98;
82598;25/04/1993;1200;3.4;;24.3;;;
82598;26/04/1993;0000;;29.6;;9.4;27.36;
82598;26/04/1993;1200;14;;25;;;
82598;27/04/1993;0000;;29.6;;8.4;27.78;
82598;27/04/1993;1200;1.2;;26.5;;;
82598;28/04/1993;0000;;29.6;;5;26.26;
82598;28/04/1993;1200;23;;24.1;;;
82598;29/04/1993;0000;;29.6;;9.4;26.26;
82598;29/04/1993;1200;0.6;;23.9;;;
82598;30/04/1993;0000;;29.6;;8.5;26.66;
82598;30/04/1993;1200;2;;23.7;;;
82598;01/05/1993;0000;;29.6;;3.9;;
82598;01/05/1993;1200;0.7;;;;;
82598;02/05/1993;0000;;29.4;;7.5;26.52;
82598;02/05/1993;1200;;;23.4;;;
82598;03/05/1993;0000;;29.2;;10.5;;
82598;03/05/1993;1200;0.4;;24.1;;;
82598;04/05/1993;0000;;30;;9.3;27.54;
82598;04/05/1993;1200;0;;24.7;;;
82598;05/05/1993;0000;;30.2;;10.1;27.98;
82598;05/05/1993;1200;0;;26.9;;;
82598;06/05/1993;0000;;30.2;;10.2;27.26;
82598;06/05/1993;1200;0;;23.7;;;
82598;07/05/1993;0000;;30;;10.4;26.86;
82598;07/05/1993;1200;0;;22.7;;;
82598;08/05/1993;0000;;30.4;;10.4;27.08;
82598;08/05/1993;1200;0;;24;;;
82598;09/05/1993;0000;;30.2;;10.3;;
82598;09/05/1993;1200;0;;23.4;;;
82598;10/05/1993;0000;;30;;10.3;27.1;
82598;10/05/1993;1200;0.2;;23.7;;;
82598;11/05/1993;0000;;30.2;;8;26.82;
82598;11/05/1993;1200;0;;23.3;;;
82598;12/05/1993;0000;;30;;5.4;25.94;
82598;12/05/1993;1200;6.4;;23.9;;;
82598;13/05/1993;0000;;29.4;;9;;
82598;13/05/1993;1200;5.2;;23.5;;;
82598;14/05/1993;0000;;29.6;;10;26.66;
82598;14/05/1993;1200;0.3;;23.3;;;
82598;15/05/1993;0000;;30;;10;27.22;
82598;15/05/1993;1200;0.7;;24.1;;;
82598;16/05/1993;0000;;30;;9.8;27.66;
82598;16/05/1993;1200;0.8;;26.3;;;
82598;17/05/1993;0000;;30;;8;26.78;
82598;17/05/1993;1200;0;;24.1;;;
82598;18/05/1993;0000;;28.8;;9.9;26.58;
82598;18/05/1993;1200;0;;23.5;;;
82598;19/05/1993;0000;;29.8;;10.2;26.62;
82598;19/05/1993;1200;0;;22.3;;;
82598;20/05/1993;0000;;30;;10.4;27.34;
82598;20/05/1993;1200;0;;25.7;;;
82598;21/05/1993;0000;;29.4;;7.5;26.66;
82598;21/05/1993;1200;2.8;;23.9;;;
82598;22/05/1993;0000;;29.4;;8.6;26.7;
82598;22/05/1993;1200;2;;24.1;;;
82598;23/05/1993;0000;;28.6;;3.1;25.62;
82598;23/05/1993;1200;0;;23.7;;;
82598;24/05/1993;0000;;29.2;;5.5;25.9;
82598;24/05/1993;1200;0;;23.3;;;
82598;25/05/1993;0000;;30.2;;8.8;26.22;
82598;25/05/1993;1200;0.7;;22.9;;;
82598;26/05/1993;0000;;30.4;;10.3;27.66;
82598;26/05/1993;1200;0;;26.1;;;
82598;27/05/1993;0000;;30;;9.2;26.78;
82598;27/05/1993;1200;2.7;;24.1;;;
82598;28/05/1993;0000;;29.4;;8.7;26.22;
82598;28/05/1993;1200;3.6;;24.3;;;
82598;29/05/1993;0000;;29.4;;5.7;25.74;
82598;29/05/1993;1200;0;;23.5;;;
82598;30/05/1993;0000;;29.4;;10.2;26.74;
82598;30/05/1993;1200;8.4;;23.9;;;
82598;31/05/1993;0000;;29.4;;9;26.3;
82598;31/05/1993;1200;0;;24.1;;;
82598;01/06/1993;0000;;28.6;;10.5;26.38;
82598;01/06/1993;1200;0;;23.5;;;
82598;02/06/1993;0000;;29.8;;10.8;26.52;
82598;02/06/1993;1200;0;;23;;;
82598;03/06/1993;0000;;29.6;;10;25.78;
82598;03/06/1993;1200;0;;22.5;;;
82598;04/06/1993;0000;;28.2;;4.7;25.34;
82598;04/06/1993;1200;10.6;;22.5;;;
82598;05/06/1993;0000;;28.8;;10.4;25.74;
82598;05/06/1993;1200;2.8;;22.1;;;
82598;06/06/1993;0000;;29;;10.5;26.22;
82598;06/06/1993;1200;0;;22.1;;;
82598;07/06/1993;0000;;29;;7.8;26.06;
82598;07/06/1993;1200;1;;23.3;;;
82598;08/06/1993;0000;;29.2;;6;26.38;
82598;08/06/1993;1200;0;;22.5;;;
82598;09/06/1993;0000;;29.2;;3.9;25.54;
82598;09/06/1993;1200;7.1;;23.5;;;
82598;10/06/1993;0000;;29.2;;9.8;26.42;
82598;10/06/1993;1200;18.2;;23.5;;;
82598;11/06/1993;0000;;28.8;;7.8;26.26;
82598;11/06/1993;1200;5.3;;24.1;;;
82598;12/06/1993;0000;;27.2;;3;24.82;
82598;12/06/1993;1200;12.2;;23.5;;;
82598;13/06/1993;0000;;29;;7;24.66;
82598;13/06/1993;1200;1.4;;22.1;;;
82598;14/06/1993;0000;;29;;9.6;25.06;
82598;14/06/1993;1200;4.4;;22.1;;;
82598;15/06/1993;0000;;28.2;;7.9;24.74;
82598;15/06/1993;1200;16;;22.1;;;
82598;16/06/1993;0000;;29;;10.3;25.14;
82598;16/06/1993;1200;1.1;;21.7;;;
82598;17/06/1993;0000;;28.4;;6.6;;
82598;17/06/1993;1200;2.3;;23.2;;;
82598;18/06/1993;0000;;28.8;;9.5;25.5;
82598;18/06/1993;1200;28.9;;24.1;;;
82598;19/06/1993;0000;;28.4;;0.9;25.08;
82598;19/06/1993;1200;0;;23.5;;;
82598;20/06/1993;0000;;27.8;;5.6;24.9;
82598;20/06/1993;1200;13.6;;22.1;;;
82598;21/06/1993;0000;;28.8;;9.9;25.7;
82598;21/06/1993;1200;0;;23.1;;;
82598;22/06/1993;0000;;27.8;;0.8;25.34;
82598;22/06/1993;1200;0;;22.1;;;
82598;23/06/1993;0000;;28.8;;10.1;25.18;
82598;23/06/1993;1200;0;;22.1;;;
82598;24/06/1993;0000;;28.6;;9.3;25.38;
82598;24/06/1993;1200;0.3;;22.1;;;
82598;25/06/1993;0000;;28.2;;9.7;24.94;
82598;25/06/1993;1200;1.8;;22.1;;;
82598;26/06/1993;0000;;28.6;;;25.14;
82598;26/06/1993;1200;9.3;;21.9;;;
82598;27/06/1993;0000;;28.4;;4.1;25.18;
82598;27/06/1993;1200;9.1;;21.9;;;
82598;28/06/1993;0000;;28.8;;10.2;25.34;
82598;28/06/1993;1200;1.4;;21.9;;;
82598;29/06/1993;0000;;28.6;;4.6;25.06;
82598;29/06/1993;1200;0;;22.5;;;
82598;30/06/1993;0000;;28.6;;;25.58;
82598;30/06/1993;1200;7.2;;23.1;;;
82598;01/07/1993;0000;;28.6;;9.9;;
82598;01/07/1993;1200;0;;;;;
82598;02/07/1993;0000;;28.6;;10.5;25.92;
82598;02/07/1993;1200;0;;22.8;;;
82598;03/07/1993;0000;;28.8;;10.2;25.56;
82598;03/07/1993;1200;0;;22.2;;;
82598;04/07/1993;0000;;28.8;;9.7;;
82598;04/07/1993;1200;0;;21.4;;;
82598;05/07/1993;0000;;28.6;;10.4;25.6;
82598;05/07/1993;1200;0;;21.8;;;
82598;06/07/1993;0000;;28.8;;10.2;;
82598;06/07/1993;1200;0;;21.6;;;
82598;07/07/1993;0000;;28.6;;10.4;25.36;
82598;07/07/1993;1200;0;;21.4;;;
82598;08/07/1993;0000;;28.6;;8.8;25.32;
82598;08/07/1993;1200;0;;21.4;;;
82598;09/07/1993;0000;;27.8;;4.6;24.96;
82598;09/07/1993;1200;0.8;;23.2;;;
82598;10/07/1993;0000;;28.6;;5.9;23.48;
82598;10/07/1993;1200;16.3;;19.2;;;
82598;11/07/1993;0000;;28.2;;9.5;;
82598;11/07/1993;1200;4.1;;21;;;
82598;12/07/1993;0000;;27.6;;7.9;24.8;
82598;12/07/1993;1200;5.3;;21.6;;;
82598;13/07/1993;0000;;27.2;;3.6;23.88;
82598;13/07/1993;1200;46.4;;20;;;
82598;14/07/1993;0000;;28.4;;10.5;25.56;
82598;14/07/1993;1200;10.4;;21.6;;;
82598;15/07/1993;0000;;28.4;;9.8;24.52;
82598;15/07/1993;1200;0;;20.2;;;
82598;16/07/1993;0000;;28.2;;8.7;24.52;
82598;16/07/1993;1200;0;;20.4;;;
82598;17/07/1993;0000;;28.2;;10.6;24.88;
82598;17/07/1993;1200;0;;21;;;
82598;18/07/1993;0000;;28.2;;8.9;24.68;
82598;18/07/1993;1200;2.5;;21.4;;;
82598;19/07/1993;0000;;28.4;;8.9;24.4;
82598;19/07/1993;1200;2;;20.6;;;
82598;20/07/1993;0000;;28.6;;8.6;24.24;
82598;20/07/1993;1200;0;;20;;;
82598;21/07/1993;0000;;27.6;;3.1;24.16;
82598;21/07/1993;1200;27.8;;20.6;;;
82598;22/07/1993;0000;;27.8;;7.7;24.24;
82598;22/07/1993;1200;5;;20.8;;;
82598;23/07/1993;0000;;27.8;;6.4;25.16;
82598;23/07/1993;1200;0;;21.6;;;
82598;24/07/1993;0000;;27.4;;;24.92;
82598;24/07/1993;1200;0;;22.4;;;
82598;25/07/1993;0000;;28.2;;;24.48;
82598;25/07/1993;1200;1.1;;20.4;;;
82598;26/07/1993;0000;;28.4;;7.5;25.16;
82598;26/07/1993;1200;0;;21.6;;;
82598;27/07/1993;0000;;28.6;;8.8;25.64;
82598;27/07/1993;1200;0.3;;22;;;
82598;28/07/1993;0000;;28.8;;10.3;25.52;
82598;28/07/1993;1200;0;;21.8;;;
82598;29/07/1993;0000;;27.8;;7.6;23.84;
82598;29/07/1993;1200;0.6;;20.2;;;
82598;30/07/1993;0000;;28.4;;6.1;23.8;
82598;30/07/1993;1200;0;;19;;;
82598;31/07/1993;0000;;25.4;;0.4;23.52;
82598;31/07/1993;1200;7.2;;21.2;;;
82598;01/08/1993;0000;;27.8;;10.1;24.18;
82598;01/08/1993;1200;2.7;;19.7;;;
82598;02/08/1993;0000;;28.2;;9.7;25;
82598;02/08/1993;1200;0;;20.8;;;
82598;03/08/1993;0000;;28.8;;8.2;25.44;
82598;03/08/1993;1200;0;;21.8;;;
82598;04/08/1993;0000;;28.2;;8.6;24.4;
82598;04/08/1993;1200;0;;20.4;;;
82598;05/08/1993;0000;;28.6;;9.3;24.92;
82598;05/08/1993;1200;0;;21.4;;;
82598;06/08/1993;0000;;30.2;;10.4;25.12;
82598;06/08/1993;1200;0;;21;;;
82598;07/08/1993;0000;;29;;;24.76;
82598;07/08/1993;1200;0;;20.2;;;
82598;08/08/1993;0000;;28;;2;24.88;
82598;08/08/1993;1200;0;;20.8;;;
82598;09/08/1993;0000;;28.4;;9.8;25.16;
82598;09/08/1993;1200;0;;21.4;;;
82598;10/08/1993;0000;;29;;9.3;25.76;
82598;10/08/1993;1200;0;;21.6;;;
82598;11/08/1993;0000;;28.6;;10.3;25.68;
82598;11/08/1993;1200;0;;22;;;
82598;12/08/1993;0000;;29;;9.9;25.8;
82598;12/08/1993;1200;0;;22;;;
82598;13/08/1993;0000;;26;;0.4;24.48;
82598;13/08/1993;1200;16.5;;21.6;;;
82598;14/08/1993;0000;;28.4;;2.5;25.2;
82598;14/08/1993;1200;11.7;;21.6;;;
82598;15/08/1993;0000;;28.6;;8.2;25.44;
82598;15/08/1993;1200;0;;23;;;
82598;16/08/1993;0000;;28.8;;9.5;25.48;
82598;16/08/1993;1200;0;;22.6;;;
82598;17/08/1993;0000;;29;;9.8;25.5;
82598;17/08/1993;1200;0;;22.3;;;
82598;18/08/1993;0000;;29;;9.9;26.38;
82598;18/08/1993;1200;0;;24.5;;;
82598;19/08/1993;0000;;29;;10.3;26.28;
82598;19/08/1993;1200;0;;24;;;
82598;20/08/1993;0000;;29;;9.9;26.34;
82598;20/08/1993;1200;0;;24.1;;;
82598;21/08/1993;0000;;29;;9.5;;
82598;21/08/1993;1200;0;;22.8;;;
82598;22/08/1993;0000;;28.8;;10.2;25.6;
82598;22/08/1993;1200;0;;21.8;;;
82598;23/08/1993;0000;;28.2;;4.8;25;
82598;23/08/1993;1200;1.6;;22;;;
82598;24/08/1993;0000;;27.8;;7.4;;
82598;24/08/1993;1200;1.5;;20.6;;;
82598;25/08/1993;0000;;28.6;;10.2;25.4;
82598;25/08/1993;1200;1.8;;21.6;;;
82598;26/08/1993;0000;;29.2;;10;26.34;
82598;26/08/1993;1200;0;;24.3;;;
82598;27/08/1993;0000;;29;;10.6;26;
82598;27/08/1993;1200;0;;22.4;;;
82598;28/08/1993;0000;;29;;10.7;26.22;
82598;28/08/1993;1200;0;;24.5;;;
82598;29/08/1993;0000;;29;;10.5;25.34;
82598;29/08/1993;1200;0;;21.1;;;
82598;30/08/1993;0000;;29.4;;9.9;25.82;
82598;30/08/1993;1200;0;;22.1;;;
82598;31/08/1993;0000;;29.2;;10;26.34;
82598;31/08/1993;1200;0;;24.5;;;
82598;01/09/1993;0000;;29.2;;8.3;25.78;
82598;01/09/1993;1200;0;;22.1;;;
82598;02/09/1993;0000;;28.6;;10.8;25.86;
82598;02/09/1993;1200;4.1;;23.7;;;
82598;03/09/1993;0000;;28.6;;3.2;25.14;
82598;03/09/1993;1200;2.8;;21.9;;;
82598;04/09/1993;0000;;27.6;;5;24.78;
82598;04/09/1993;1200;0.6;;20.3;;;
82598;05/09/1993;0000;;28.6;;4.3;24.38;
82598;05/09/1993;1200;0.2;;20.1;;;
82598;06/09/1993;0000;;28.6;;9.5;25.26;
82598;06/09/1993;1200;1;;20.1;;;
82598;07/09/1993;0000;;29.4;;9.3;26.66;
82598;07/09/1993;1200;0;;24.7;;;
82598;08/09/1993;0000;;29.4;;10.5;25.94;
82598;08/09/1993;1200;0;;22.1;;;
82598;09/09/1993;0000;;30.2;;9.6;25.9;
82598;09/09/1993;1200;0;;22.5;;;
82598;10/09/1993;0000;;29.2;;10.3;25.98;
82598;10/09/1993;1200;1.2;;22.1;;;
82598;11/09/1993;0000;;29.4;;10.3;26.06;
82598;11/09/1993;1200;0;;22.3;;;
82598;12/09/1993;0000;;29.6;;10.3;26.74;
82598;12/09/1993;1200;0;;24.7;;;
82598;13/09/1993;0000;;29.4;;7.6;26.3;
82598;13/09/1993;1200;0.1;;22.5;;;
82598;14/09/1993;0000;;29.2;;10.3;26.46;
