Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Temp Comp Media;
82598;19/07/1964;1200;0;;21;;;
82598;20/07/1964;0000;;26.7;;3;24.22;
82598;20/07/1964;1200;5;;21.8;;;
82598;21/07/1964;0000;;27.9;;10.1;25.48;
82598;21/07/1964;1200;3;;21.3;;;
82598;22/07/1964;0000;;27.3;;6.3;25.38;
82598;22/07/1964;1200;0;;21.6;;;
82598;23/07/1964;0000;;27.3;;4.8;24.46;
82598;23/07/1964;1200;21.2;;21.5;;;
82598;24/07/1964;0000;;27.3;;6.2;24.96;
82598;24/07/1964;1200;3.4;;21.7;;;
82598;25/07/1964;0000;;27.9;;9.9;25.06;
82598;25/07/1964;1200;0.5;;20.8;;;
82598;26/07/1964;0000;;28.3;;9.5;25;
82598;26/07/1964;1200;1;;21;;;
82598;27/07/1964;0000;;28.3;;10.4;25.48;
82598;27/07/1964;1200;0.4;;21.1;;;
82598;28/07/1964;0000;;27.9;;9.5;25.22;
82598;28/07/1964;1200;0;;20.1;;;
82598;29/07/1964;0000;;25.3;;0;22.26;
82598;29/07/1964;1200;15;;20.8;;;
82598;30/07/1964;0000;;27.2;;4.7;23.98;
82598;30/07/1964;1200;23.4;;21.3;;;
82598;31/07/1964;0000;;27.9;;10;25.18;
82598;31/07/1964;1200;0.4;;20.3;;;
82598;01/08/1964;0000;;28.1;;7;25.76;
82598;01/08/1964;1200;1.2;;22.1;;;
82598;02/08/1964;0000;;27.9;;9.3;26.08;
82598;02/08/1964;1200;0;;23.5;;;
82598;03/08/1964;0000;;27.5;;0;23.84;
82598;03/08/1964;1200;3.2;;21.1;;;
82598;04/08/1964;0000;;27.4;;6.4;25;
82598;04/08/1964;1200;39.2;;21.2;;;
82598;05/08/1964;0000;;27.1;;6.8;24.84;
82598;05/08/1964;1200;0.8;;21.4;;;
82598;06/08/1964;0000;;27.3;;7.3;24.66;
82598;06/08/1964;1200;0;;21.1;;;
82598;07/08/1964;0000;;27.5;;9.7;25.48;
82598;07/08/1964;1200;2.7;;20.8;;;
82598;08/08/1964;0000;;27.7;;8.1;24.68;
82598;08/08/1964;1200;2.6;;20.9;;;
82598;09/08/1964;0000;;27.7;;8.8;24.88;
82598;09/08/1964;1200;1.4;;20.6;;;
82598;10/08/1964;0000;;27.8;;9.5;25.34;
82598;10/08/1964;1200;1.2;;21.5;;;
82598;11/08/1964;0000;;27.7;;6.7;24.22;
82598;11/08/1964;1200;6.4;;21.1;;;
82598;12/08/1964;0000;;27.7;;8.4;24.54;
82598;12/08/1964;1200;4;;20.8;;;
82598;13/08/1964;0000;;27.8;;5;24.52;
82598;13/08/1964;1200;3.5;;21.8;;;
82598;14/08/1964;0000;;27.9;;2;24.62;
82598;14/08/1964;1200;5;;22.1;;;
82598;15/08/1964;0000;;27.7;;8.7;25.44;
82598;15/08/1964;1200;5.8;;22;;;
82598;16/08/1964;0000;;27.7;;8.6;24.34;
82598;16/08/1964;1200;0.5;;21.6;;;
82598;17/08/1964;0000;;27.5;;9.3;24.7;
82598;17/08/1964;1200;11.1;;21.6;;;
82598;18/08/1964;0000;;27.8;;10.1;25.1;
82598;18/08/1964;1200;0;;20.7;;;
82598;19/08/1964;0000;;27.8;;8.5;24.74;
82598;19/08/1964;1200;0;;21.1;;;
82598;20/08/1964;0000;;27.8;;7;25.38;
82598;20/08/1964;1200;20.2;;21.5;;;
82598;21/08/1964;0000;;27.8;;9.8;25.02;
82598;21/08/1964;1200;8.4;;20.9;;;
82598;22/08/1964;0000;;27.4;;8.9;24.92;
82598;22/08/1964;1200;0.7;;21;;;
82598;23/08/1964;0000;;26.9;;3.4;24.12;
82598;23/08/1964;1200;5.1;;21.7;;;
82598;24/08/1964;0000;;27.7;;7.2;24.08;
82598;24/08/1964;1200;8.4;;21.1;;;
82598;25/08/1964;0000;;26.8;;4.8;24.28;
82598;25/08/1964;1200;6.4;;21.4;;;
82598;26/08/1964;0000;;27.7;;10.2;24.9;
82598;26/08/1964;1200;8.3;;22;;;
82598;27/08/1964;0000;;27.7;;10;25.06;
82598;27/08/1964;1200;0;;20.2;;;
82598;28/08/1964;0000;;27.9;;8.5;25.6;
82598;28/08/1964;1200;0;;22.3;;;
82598;29/08/1964;0000;;27.8;;9.6;24.96;
82598;29/08/1964;1200;4.4;;20.9;;;
82598;30/08/1964;0000;;27.7;;10.6;25.08;
82598;30/08/1964;1200;0;;20.9;;;
82598;31/08/1964;0000;;27.6;;8.1;24.68;
82598;31/08/1964;1200;0;;19.6;;;
82598;01/09/1964;0000;;25.3;;2.3;23.1;
82598;01/09/1964;1200;7.6;;20.6;;;
82598;02/09/1964;0000;;27.4;;4.5;24.36;
82598;02/09/1964;1200;13.6;;20.4;;;
82598;03/09/1964;0000;;27.9;;9.9;26.12;
82598;03/09/1964;1200;0;;24.3;;;
82598;04/09/1964;0000;;27.7;;9.3;25.9;
82598;04/09/1964;1200;0;;23.6;;;
82598;05/09/1964;0000;;28;;9.3;25.92;
82598;05/09/1964;1200;0;;23.6;;;
82598;06/09/1964;0000;;26.9;;2.2;24.58;
82598;06/09/1964;1200;2;;22.3;;;
82598;07/09/1964;0000;;25.1;;0.2;23.8;
82598;07/09/1964;1200;12.6;;21.1;;;
82598;08/09/1964;0000;;27.3;;8.2;24.44;
82598;08/09/1964;1200;16.9;;21.1;;;
82598;09/09/1964;0000;;27.3;;8.1;24.42;
82598;09/09/1964;1200;1.8;;20.4;;;
82598;10/09/1964;0000;;27.5;;9.3;24.82;
82598;10/09/1964;1200;0;;20.9;;;
82598;11/09/1964;0000;;27.5;;1;24.88;
82598;11/09/1964;1200;0;;20.4;;;
82598;12/09/1964;0000;;28.1;;9.9;26.12;
82598;12/09/1964;1200;0;;24.4;;;
82598;13/09/1964;0000;;28.1;;10.6;26.22;
82598;13/09/1964;1200;0;;24.5;;;
82598;14/09/1964;0000;;26.9;;0.3;23.98;
82598;14/09/1964;1200;2;;22.1;;;
82598;15/09/1964;0000;;27.5;;8.5;24.98;
82598;15/09/1964;1200;8.6;;20.8;;;
82598;16/09/1964;0000;;26.3;;2;23.74;
82598;16/09/1964;1200;3.2;;21.6;;;
82598;17/09/1964;0000;;27.1;;6.7;24.74;
82598;17/09/1964;1200;24;;21.2;;;
82598;18/09/1964;0000;;27.7;;8.5;25.2;
82598;18/09/1964;1200;0;;22.1;;;
82598;19/09/1964;0000;;27.1;;5.8;24.6;
82598;19/09/1964;1200;10;;21.5;;;
82598;20/09/1964;0000;;27;;3.4;23.14;
82598;20/09/1964;1200;9.8;;20.3;;;
82598;21/09/1964;0000;;27.5;;10.2;25.08;
82598;21/09/1964;1200;5.8;;22.6;;;
82598;22/09/1964;0000;;28;;10.1;25.46;
82598;22/09/1964;1200;0;;21.5;;;
82598;23/09/1964;0000;;27.9;;10.2;25.76;
82598;23/09/1964;1200;0;;23.3;;;
82598;24/09/1964;0000;;27.9;;10.3;26;
82598;24/09/1964;1200;0;;24.4;;;
82598;25/09/1964;0000;;27.9;;10.3;26.06;
82598;25/09/1964;1200;0;;24.4;;;
82598;26/09/1964;0000;;27.8;;10;25.76;
82598;26/09/1964;1200;0;;23.2;;;
82598;27/09/1964;0000;;27.9;;10.6;26.06;
82598;27/09/1964;1200;0;;24.2;;;
82598;28/09/1964;0000;;28;;6.8;26.14;
82598;28/09/1964;1200;0;;24.5;;;
82598;29/09/1964;0000;;28;;5.9;25.34;
82598;29/09/1964;1200;5.8;;21.9;;;
82598;30/09/1964;0000;;28;;7.6;25.52;
82598;30/09/1964;1200;4;;22.7;;;
82598;01/10/1964;0000;;28.1;;10.6;26.18;
82598;01/10/1964;1200;0;;24.4;;;
82598;02/10/1964;0000;;28.4;;10.4;26.24;
82598;02/10/1964;1200;0;;24.4;;;
82598;03/10/1964;0000;;28.3;;10.6;26.34;
82598;03/10/1964;1200;0;;24.8;;;
82598;04/10/1964;0000;;28.5;;10;25.44;
82598;04/10/1964;1200;0;;22.2;;;
82598;05/10/1964;0000;;28.4;;9.9;26.24;
82598;05/10/1964;1200;0.6;;23.8;;;
82598;06/10/1964;0000;;28.7;;9.7;26.5;
82598;06/10/1964;1200;0;;24.6;;;
82598;07/10/1964;0000;;28.3;;9.3;26.36;
82598;07/10/1964;1200;0;;24.7;;;
82598;08/10/1964;0000;;28.1;;9.9;26.14;
82598;08/10/1964;1200;0;;24.4;;;
82598;09/10/1964;0000;;28.4;;9.5;25.64;
82598;09/10/1964;1200;0;;21.1;;;
82598;10/10/1964;0000;;28.4;;9.4;26.38;
82598;10/10/1964;1200;0;;24.4;;;
82598;11/10/1964;0000;;28.7;;9.8;26.4;
82598;11/10/1964;1200;0;;24.3;;;
82598;12/10/1964;0000;;28.2;;10.5;25.96;
82598;12/10/1964;1200;2;;23;;;
82598;13/10/1964;0000;;27.9;;9.1;26.24;
82598;13/10/1964;1200;0;;24.6;;;
82598;14/10/1964;0000;;28.3;;8.7;26.44;
82598;14/10/1964;1200;0;;24.7;;;
82598;15/10/1964;0000;;28.6;;10.7;26.38;
82598;15/10/1964;1200;0;;24.5;;;
82598;16/10/1964;0000;;28.7;;9.2;26.24;
82598;16/10/1964;1200;0;;22.9;;;
82598;17/10/1964;0000;;28.4;;11;26.36;
82598;17/10/1964;1200;1;;24.6;;;
82598;18/10/1964;0000;;28.2;;9.5;21.2;
82598;18/10/1964;1200;0;;;;;
82598;19/10/1964;0000;;28.1;;10.3;26.1;
82598;19/10/1964;1200;0;;24.3;;;
82598;20/10/1964;0000;;28.3;;10.6;26.24;
82598;20/10/1964;1200;0;;24.3;;;
82598;21/10/1964;0000;;28.5;;10.6;26.38;
82598;21/10/1964;1200;0;;24.7;;;
82598;22/10/1964;0000;;28.7;;10.7;26.62;
82598;22/10/1964;1200;0;;25;;;
82598;23/10/1964;0000;;28.1;;10.9;25.84;
82598;23/10/1964;1200;0;;22.7;;;
82598;24/10/1964;0000;;28;;10.5;26.06;
82598;24/10/1964;1200;0;;24.4;;;
82598;25/10/1964;0000;;28.5;;10.8;26.34;
82598;25/10/1964;1200;0;;24.2;;;
82598;26/10/1964;0000;;28.5;;9.8;21.4;
82598;26/10/1964;1200;0;;;;;
82598;27/10/1964;0000;;28.1;;10.6;25.72;
82598;27/10/1964;1200;4;;22.3;;;
82598;28/10/1964;0000;;28.5;;10.9;26.24;
82598;28/10/1964;1200;0;;24.2;;;
82598;29/10/1964;0000;;28.8;;11;26.2;
82598;29/10/1964;1200;0;;22.6;;;
82598;30/10/1964;0000;;29.1;;9.7;26.86;
82598;30/10/1964;1200;0;;24.8;;;
82598;31/10/1964;0000;;28.8;;10.5;26.64;
82598;31/10/1964;1200;0;;24.8;;;
82598;01/11/1964;0000;;28.5;;10.6;26.32;
82598;01/11/1964;1200;0;;24.5;;;
82598;02/11/1964;0000;;27.9;;8.3;26.18;
82598;02/11/1964;1200;0;;24.6;;;
82598;03/11/1964;0000;;27.8;;8.8;26.28;
82598;03/11/1964;1200;0;;24.7;;;
82598;04/11/1964;0000;;28.8;;10.8;26.52;
82598;04/11/1964;1200;0;;24.6;;;
82598;05/11/1964;0000;;28.4;;10.7;26.3;
82598;05/11/1964;1200;0;;24.6;;;
82598;06/11/1964;0000;;28.7;;10.3;25.76;
82598;06/11/1964;1200;0;;20.8;;;
82598;07/11/1964;0000;;28.7;;10.2;26.6;
82598;07/11/1964;1200;0;;24.2;;;
82598;08/11/1964;0000;;28.1;;10.7;26.58;
82598;08/11/1964;1200;0;;24.8;;;
82598;09/11/1964;0000;;29.1;;10.1;26.74;
82598;09/11/1964;1200;0;;25;;;
82598;10/11/1964;0000;;27.8;;1.9;25.22;
82598;10/11/1964;1200;15;;22.7;;;
82598;11/11/1964;0000;;28.8;;10.4;26.72;
82598;11/11/1964;1200;2;;24.8;;;
82598;12/11/1964;0000;;28.1;;10.3;25.68;
82598;12/11/1964;1200;0;;21.1;;;
82598;13/11/1964;0000;;29;;11.2;26.82;
82598;13/11/1964;1200;0;;24.6;;;
82598;14/11/1964;0000;;28.5;;11.3;26.58;
82598;14/11/1964;1200;0;;24.7;;;
82598;15/11/1964;0000;;28.8;;10.5;25.98;
82598;15/11/1964;1200;1.4;;22.3;;;
82598;16/11/1964;0000;;28.7;;10;26.58;
82598;16/11/1964;1200;0;;24.8;;;
82598;17/11/1964;0000;;28.9;;11;26.74;
82598;17/11/1964;1200;0;;25;;;
82598;18/11/1964;0000;;29.1;;11;26.82;
82598;18/11/1964;1200;0;;25;;;
82598;19/11/1964;0000;;28.5;;11.2;26.46;
82598;19/11/1964;1200;0;;24.8;;;
82598;20/11/1964;0000;;28.7;;11;26.72;
82598;20/11/1964;1200;0;;24.7;;;
82598;21/11/1964;0000;;28.1;;8.1;25.98;
82598;21/11/1964;1200;0;;24.8;;;
82598;22/11/1964;0000;;28.3;;9.8;26.6;
82598;22/11/1964;1200;0;;25;;;
82598;23/11/1964;0000;;28.3;;10.9;26.56;
82598;23/11/1964;1200;0;;25;;;
82598;24/11/1964;0000;;28.2;;8.2;25.84;
82598;24/11/1964;1200;0.2;;21.8;;;
82598;25/11/1964;0000;;28.9;;11.1;26.94;
82598;25/11/1964;1200;0;;25.2;;;
82598;26/11/1964;0000;;28.9;;10.8;26.78;
82598;26/11/1964;1200;0;;25;;;
82598;27/11/1964;0000;;28.7;;11.1;26.76;
82598;27/11/1964;1200;0;;25.1;;;
82598;28/11/1964;0000;;28.7;;10.7;26.3;
82598;28/11/1964;1200;0;;23;;;
82598;29/11/1964;0000;;29;;10.6;26.74;
82598;29/11/1964;1200;0;;24.5;;;
82598;30/11/1964;0000;;29.1;;10.7;26.96;
82598;30/11/1964;1200;0;;25.1;;;
82598;01/12/1964;0000;;29;;10.5;27.1;
82598;01/12/1964;1200;0;;25.2;;;
82598;02/12/1964;0000;;29.1;;11.3;26.82;
82598;02/12/1964;1200;0;;25;;;
82598;03/12/1964;0000;;28.7;;8;26.72;
82598;03/12/1964;1200;0;;25.1;;;
82598;04/12/1964;0000;;28.1;;10.8;26.1;
82598;04/12/1964;1200;0;;23.2;;;
82598;05/12/1964;0000;;29;;9.6;26.74;
82598;05/12/1964;1200;0;;25.2;;;
82598;06/12/1964;0000;;29.1;;8.5;27.06;
82598;06/12/1964;1200;0;;24.8;;;
82598;07/12/1964;0000;;29.1;;10;26.9;
82598;07/12/1964;1200;0;;25;;;
82598;08/12/1964;0000;;29.1;;10.2;26.98;
82598;08/12/1964;1200;0;;25.2;;;
82598;09/12/1964;0000;;28.9;;10.8;26.58;
82598;09/12/1964;1200;0;;24;;;
82598;10/12/1964;0000;;29;;10.8;27;
82598;10/12/1964;1200;0;;25.2;;;
82598;11/12/1964;0000;;29.3;;9.5;27.24;
82598;11/12/1964;1200;0;;25.5;;;
82598;12/12/1964;0000;;28.8;;10.9;27;
82598;12/12/1964;1200;0;;25.4;;;
82598;13/12/1964;0000;;28.9;;10.9;26.62;
82598;13/12/1964;1200;1.8;;24;;;
82598;14/12/1964;0000;;28.9;;10.7;26.36;
82598;14/12/1964;1200;1;;23.6;;;
82598;15/12/1964;0000;;28.7;;10.6;26.96;
82598;15/12/1964;1200;0;;25.1;;;
82598;16/12/1964;0000;;29.5;;9.2;26.9;
82598;16/12/1964;1200;0;;24.8;;;
82598;17/12/1964;0000;;28.9;;9.9;26.42;
82598;17/12/1964;1200;0.4;;23.4;;;
82598;18/12/1964;0000;;29.7;;10.1;26.84;
82598;18/12/1964;1200;0;;24.9;;;
82598;19/12/1964;0000;;28.9;;10.6;26.76;
82598;19/12/1964;1200;0;;25;;;
82598;20/12/1964;0000;;28.8;;11;26.86;
82598;20/12/1964;1200;0;;24.7;;;
82598;21/12/1964;0000;;29;;10.9;26.48;
82598;21/12/1964;1200;0;;23.4;;;
82598;22/12/1964;0000;;28.9;;11.4;26.54;
82598;22/12/1964;1200;0;;23.4;;;
82598;23/12/1964;0000;;29;;10;27.06;
82598;23/12/1964;1200;0;;25.3;;;
82598;24/12/1964;0000;;29.3;;10.2;27.14;
82598;24/12/1964;1200;0;;25.4;;;
82598;25/12/1964;0000;;29.2;;10.5;27.1;
82598;25/12/1964;1200;0;;25.4;;;
82598;26/12/1964;0000;;28.7;;10.6;26.86;
82598;26/12/1964;1200;0;;25.2;;;
82598;27/12/1964;0000;;28.5;;11.2;26.76;
82598;27/12/1964;1200;0;;25.3;;;
82598;28/12/1964;0000;;28.9;;10;26.9;
82598;28/12/1964;1200;0;;25.2;;;
82598;29/12/1964;0000;;29.1;;10.9;26.94;
82598;29/12/1964;1200;0;;25.4;;;
82598;30/12/1964;0000;;28.7;;11.3;25.96;
82598;30/12/1964;1200;0;;21.8;;;
82598;31/12/1964;0000;;28.3;;11.1;25.88;
82598;31/12/1964;1200;0;;21.5;;;
82598;01/01/1965;0000;;29.1;;10.6;26.96;
82598;01/01/1965;1200;0;;25;;;
82598;02/01/1965;0000;;29.2;;10.9;27.14;
82598;02/01/1965;1200;0;;25.3;;;
82598;03/01/1965;0000;;29.3;;11.1;27.12;
82598;03/01/1965;1200;0;;25.3;;;
82598;04/01/1965;0000;;29;;10.9;26.88;
82598;04/01/1965;1200;0;;25.2;;;
82598;05/01/1965;0000;;29.1;;10.5;26.28;
82598;05/01/1965;1200;0;;21.4;;;
82598;06/01/1965;0000;;28.7;;11.3;26.9;
82598;06/01/1965;1200;0;;25.1;;;
82598;07/01/1965;0000;;28.7;;7.8;26.9;
82598;07/01/1965;1200;0;;25.7;;;
82598;08/01/1965;0000;;29.4;;10.9;27.02;
82598;08/01/1965;1200;0;;25.4;;;
82598;09/01/1965;0000;;29.5;;11.2;27.3;
82598;09/01/1965;1200;0;;25.4;;;
82598;10/01/1965;0000;;29.1;;11;26.1;
82598;10/01/1965;1200;0;;24;;;
82598;11/01/1965;0000;;26.5;;1;24.78;
82598;11/01/1965;1200;3.5;;21.2;;;
82598;12/01/1965;0000;;28.3;;3.4;24.98;
82598;12/01/1965;1200;58.4;;21.6;;;
82598;13/01/1965;0000;;28.2;;9.9;25.82;
82598;13/01/1965;1200;0;;21.3;;;
82598;14/01/1965;0000;;28.9;;11.4;26.92;
82598;14/01/1965;1200;0;;25.3;;;
82598;15/01/1965;0000;;28.9;;10.3;26.84;
82598;15/01/1965;1200;0;;25.1;;;
82598;16/01/1965;0000;;28.3;;10.7;26.54;
82598;16/01/1965;1200;0;;25;;;
82598;17/01/1965;0000;;29.1;;10.6;27;
82598;17/01/1965;1200;0;;25.3;;;
82598;18/01/1965;0000;;29.3;;8.9;27.32;
82598;18/01/1965;1200;0;;25.7;;;
82598;19/01/1965;0000;;28.7;;3;27.12;
82598;19/01/1965;1200;0;;25.9;;;
82598;20/01/1965;0000;;29.1;;10.8;27.26;
82598;20/01/1965;1200;0;;25.7;;;
82598;21/01/1965;0000;;28.9;;10.8;27.26;
82598;21/01/1965;1200;0;;25.7;;;
82598;22/01/1965;0000;;29.4;;10.7;27.38;
82598;22/01/1965;1200;0;;25.5;;;
82598;23/01/1965;0000;;29.3;;9;26.82;
82598;23/01/1965;1200;0;;23.6;;;
82598;24/01/1965;0000;;28.1;;0;25.7;
82598;24/01/1965;1200;9;;23.1;;;
82598;25/01/1965;0000;;28.9;;8;26.56;
82598;25/01/1965;1200;0.6;;22.9;;;
82598;26/01/1965;0000;;28.9;;1.8;21.7;
82598;26/01/1965;1200;0;;;;;
82598;27/01/1965;0000;;28.9;;6.8;26.9;
82598;27/01/1965;1200;0;;25.5;;;
82598;28/01/1965;0000;;29.2;;10.8;26.7;
82598;28/01/1965;1200;0;;22.6;;;
82598;29/01/1965;0000;;29.3;;9.1;27.02;
82598;29/01/1965;1200;0;;24;;;
82598;30/01/1965;0000;;29.7;;10.7;27.32;
82598;30/01/1965;1200;0;;25.5;;;
82598;31/01/1965;0000;;29.5;;10.8;27.26;
82598;31/01/1965;1200;0;;25.6;;;
82598;01/02/1965;0000;;29.1;;10.5;27.26;
82598;01/02/1965;1200;0;;25.6;;;
82598;02/02/1965;0000;;28.7;;11.3;27.08;
82598;02/02/1965;1200;0;;25.7;;;
82598;03/02/1965;0000;;29.1;;10.7;26.78;
82598;03/02/1965;1200;0;;23.3;;;
82598;04/02/1965;0000;;29.1;;10.5;26.84;
82598;04/02/1965;1200;0;;22.9;;;
82598;05/02/1965;0000;;29.3;;10.4;27.04;
82598;05/02/1965;1200;0;;23.7;;;
82598;06/02/1965;0000;;29.2;;10.4;27.18;
82598;06/02/1965;1200;0;;24.7;;;
82598;07/02/1965;0000;;29.1;;11;27.04;
82598;07/02/1965;1200;0;;24.5;;;
82598;08/02/1965;0000;;29.1;;10.6;26.72;
82598;08/02/1965;1200;0;;22.9;;;
82598;09/02/1965;0000;;28.9;;10.9;27.04;
82598;09/02/1965;1200;0;;25.5;;;
82598;10/02/1965;0000;;29.7;;10.8;27.32;
82598;10/02/1965;1200;0;;24.8;;;
82598;11/02/1965;0000;;29.6;;10.7;27.56;
82598;11/02/1965;1200;0;;25.8;;;
82598;12/02/1965;0000;;29.7;;10.7;27.5;
82598;12/02/1965;1200;0;;25.8;;;
82598;13/02/1965;0000;;29.5;;10.3;27.3;
82598;13/02/1965;1200;0;;25.8;;;
82598;14/02/1965;0000;;29.1;;10.8;27.14;
82598;14/02/1965;1200;0;;25.4;;;
82598;15/02/1965;0000;;29.9;;10;26.86;
82598;15/02/1965;1200;0;;22.5;;;
82598;16/02/1965;0000;;29.5;;11;27.64;
82598;16/02/1965;1200;0;;25.8;;;
82598;17/02/1965;0000;;29.3;;9.4;26.38;
82598;17/02/1965;1200;1.4;;23.1;;;
82598;18/02/1965;0000;;29.1;;10.1;26.52;
82598;18/02/1965;1200;0;;22;;;
82598;19/02/1965;0000;;29.2;;10.3;26.98;
82598;19/02/1965;1200;0.2;;24.8;;;
82598;20/02/1965;0000;;29.3;;10.9;27.04;
82598;20/02/1965;1200;0;;24;;;
82598;21/02/1965;0000;;30.2;;8.8;27.96;
82598;21/02/1965;1200;0;;25.1;;;
82598;22/02/1965;0000;;30.2;;10.4;27;
82598;22/02/1965;1200;0;;24.5;;;
82598;23/02/1965;0000;;30.2;;10.6;27.66;
82598;23/02/1965;1200;3.8;;23.9;;;
82598;24/02/1965;0000;;30.2;;10.1;27.54;
82598;24/02/1965;1200;2.4;;23.8;;;
82598;25/02/1965;0000;;29.9;;10.3;27.96;
82598;25/02/1965;1200;0;;26.3;;;
82598;26/02/1965;0000;;30.4;;10.5;28.12;
82598;26/02/1965;1200;0;;26.4;;;
82598;27/02/1965;0000;;30.1;;7.1;28.26;
82598;27/02/1965;1200;0;;26.2;;;
82598;28/02/1965;0000;;30.2;;2.2;28.04;
82598;28/02/1965;1200;0;;26.4;;;
82598;01/03/1965;0000;;30.5;;8.8;28.52;
82598;01/03/1965;1200;0;;26.7;;;
82598;02/03/1965;0000;;30.6;;10.4;28.14;
82598;02/03/1965;1200;0;;25.2;;;
82598;03/03/1965;0000;;30.6;;9.8;28.48;
82598;03/03/1965;1200;0;;26.6;;;
82598;04/03/1965;0000;;30.2;;9.6;27.32;
82598;04/03/1965;1200;9.6;;23.1;;;
82598;05/03/1965;0000;;30.3;;8.7;28.22;
82598;05/03/1965;1200;0;;26.4;;;
82598;06/03/1965;0000;;30.4;;10.1;28.44;
82598;06/03/1965;1200;0;;26.7;;;
82598;07/03/1965;0000;;30.5;;10.2;28.44;
82598;07/03/1965;1200;0;;26.9;;;
82598;08/03/1965;0000;;30.5;;10.4;28.34;
82598;08/03/1965;1200;0;;26.6;;;
82598;09/03/1965;0000;;30.4;;10.6;28.14;
82598;09/03/1965;1200;0;;26.5;;;
82598;10/03/1965;0000;;30.2;;10.8;28.08;
82598;10/03/1965;1200;0;;26.4;;;
82598;11/03/1965;0000;;30.8;;10.1;28.34;
82598;11/03/1965;1200;0;;26.3;;;
82598;12/03/1965;0000;;30.2;;9.3;22.7;
82598;12/03/1965;1200;0;;;;;
82598;13/03/1965;0000;;30.5;;5.3;26.88;
82598;13/03/1965;1200;0;;24.7;;;
82598;14/03/1965;0000;;29.7;;9.5;26.42;
82598;14/03/1965;1200;7.4;;22.5;;;
82598;15/03/1965;0000;;30.2;;10.3;27.68;
82598;15/03/1965;1200;0;;24.4;;;
82598;16/03/1965;0000;;30.2;;4.6;27.7;
82598;16/03/1965;1200;0;;25.3;;;
82598;17/03/1965;0000;;29.9;;10.2;27.56;
82598;17/03/1965;1200;0;;23.7;;;
82598;18/03/1965;0000;;29.5;;6.2;26.56;
82598;18/03/1965;1200;10.6;;22.5;;;
82598;19/03/1965;0000;;28.3;;2.9;25.64;
82598;19/03/1965;1200;27.4;;22.2;;;
82598;20/03/1965;0000;;29.9;;9.4;26.9;
82598;20/03/1965;1200;2.4;;23.4;;;
82598;21/03/1965;0000;;30.1;;8.6;27.48;
82598;21/03/1965;1200;2;;23.8;;;
82598;22/03/1965;0000;;29.7;;7.3;27.6;
82598;22/03/1965;1200;0;;23.5;;;
82598;23/03/1965;0000;;30.2;;9.9;28.08;
82598;23/03/1965;1200;0;;25.2;;;
82598;24/03/1965;0000;;30.2;;9.9;27.96;
82598;24/03/1965;1200;0;;24.6;;;
82598;25/03/1965;0000;;30.2;;10.8;27.98;
82598;25/03/1965;1200;0;;24.7;;;
82598;26/03/1965;0000;;29.8;;5.5;27.08;
82598;26/03/1965;1200;9.8;;22.7;;;
82598;27/03/1965;0000;;29.1;;5.1;26.52;
82598;27/03/1965;1200;5;;23.9;;;
82598;28/03/1965;0000;;28.8;;5.2;26.38;
82598;28/03/1965;1200;16.1;;22.8;;;
82598;29/03/1965;0000;;29.6;;6.3;25.64;
82598;29/03/1965;1200;0;;23.5;;;
82598;30/03/1965;0000;;29.7;;9.8;27.4;
82598;30/03/1965;1200;9;;23.7;;;
82598;31/03/1965;0000;;29.7;;5.8;26.58;
82598;31/03/1965;1200;2;;24.6;;;
82598;01/04/1965;0000;;29.8;;9;27.28;
82598;01/04/1965;1200;0;;23.3;;;
82598;02/04/1965;0000;;30.1;;9.4;27.74;
82598;02/04/1965;1200;0;;24.3;;;
82598;03/04/1965;0000;;29.1;;5.3;26.14;
82598;03/04/1965;1200;43.8;;22;;;
82598;04/04/1965;0000;;29.5;;3.4;26.28;
82598;04/04/1965;1200;51.2;;23.1;;;
82598;05/04/1965;0000;;29.8;;5;27.22;
82598;05/04/1965;1200;1;;23.4;;;
82598;06/04/1965;0000;;27.5;;0;25.48;
82598;06/04/1965;1200;12;;23.1;;;
82598;07/04/1965;0000;;29.5;;8.2;26.78;
82598;07/04/1965;1200;19.8;;21.4;;;
82598;08/04/1965;0000;;28.7;;7.9;26.4;
82598;08/04/1965;1200;8.2;;23.1;;;
82598;09/04/1965;0000;;27.6;;1.6;25.56;
82598;09/04/1965;1200;9.4;;23.2;;;
82598;10/04/1965;0000;;29.3;;3.9;26.18;
82598;10/04/1965;1200;1.4;;22.6;;;
82598;11/04/1965;0000;;29.7;;9.3;27.8;
82598;11/04/1965;1200;13;;24.8;;;
82598;12/04/1965;0000;;29.7;;7.4;26.84;
82598;12/04/1965;1200;9;;23.7;;;
82598;13/04/1965;0000;;29.1;;2.1;26.42;
82598;13/04/1965;1200;6.4;;23.2;;;
82598;14/04/1965;0000;;29;;4.5;26.42;
82598;14/04/1965;1200;16.3;;22.9;;;
82598;15/04/1965;0000;;29;;5.6;26.7;
82598;15/04/1965;1200;36;;23.3;;;
82598;16/04/1965;0000;;29.3;;4.8;26.02;
82598;16/04/1965;1200;0;;23.5;;;
82598;17/04/1965;0000;;29.1;;6.5;26.3;
82598;17/04/1965;1200;1.8;;23.6;;;
82598;18/04/1965;0000;;28.1;;4.7;25.64;
82598;18/04/1965;1200;3.5;;23.1;;;
82598;19/04/1965;0000;;29.5;;6.4;26.58;
82598;19/04/1965;1200;0;;23.2;;;
